FID,FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,SECURELVL,CAPACITY,SHAPE_Leng,GlobalID,CreationDate,Creator,EditDate,Editor,SHAPE_Length,SHAPE_Area,ID_COUNTY,ID_TRACT_00,ID_TRACT_10,ID_TRACT_20,ID_BLKGRP_00,ID_BLKGRP_10,ID_BLKGRP_20
2459,10003076,FCI SCHUYLKILL CAMP,INTERSTATE 81 & 901 W,MINERSVILLE,PA,17954,-999,(570) 544-7100,FEDERAL,OPEN,210,SCHUYLKILL,42107,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.bop.gov/about/statistics/population_statistics.jsp,2016-02-16T00:00:00Z,IMAGERY/OTHER,2020-01-29T00:00:00Z,https://www.bop.gov/locations/,MINIMUM,296,0.0103369019922,{1CB75040-25B7-4221-A85A-1A02313289FB},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.010336901992181728,6.2735191993e-6,42107,42107000900,42107000900,42107000902,421070009005,421070009005,421070009024
2460,10003066,USP ALLENWOOD,"RT. 15, 2 MILES N OF ALLENWOOD",ALLENWOOD,PA,17810,-999,(570) 547-0963,FEDERAL,OPEN,775,UNION,42119,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.bop.gov/about/statistics/population_statistics.jsp,2016-02-16T00:00:00Z,IMAGERY/OTHER,2020-01-31T00:00:00Z,https://www.bop.gov/locations/,MAXIMUM,598,0.0142751677767,{42C1E970-1517-4EE5-8FA3-64ABDD0372AC},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.014275167776654265,1.23557646991e-5,42119,42119990100,42119980101,42119980101,421199901001,421199801011,421199801011
2510,10003068,FCI ALLENWOOD MEDIUM,"RT. 15, 2 MILES N OF ALLENWOOD",WHITE DEER,PA,17810,-999,(570) 547-7950,FEDERAL,OPEN,1231,UNION,42119,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.bop.gov/about/statistics/population_statistics.jsp,2016-02-16T00:00:00Z,IMAGERY/OTHER,2020-01-29T00:00:00Z,https://www.bop.gov/locations/,MEDIUM,916,0.0188964206901,{ED8CC705-659D-404E-98F3-F1D40B7DDA53},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.01889642069006334,2.4679920244e-5,42119,42119990100,42119980101,42119980101,421199901001,421199801011,421199801011
2536,10000132,DONALDSON CORRECTIONAL FACILITY,100 WARRIOR LN,BESSEMER,AL,35023,7299,(205) 436-3681,STATE,OPEN,1386,JEFFERSON,01073,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.doc.state.al.us/StatReports.aspx, http://www.doc.state.al.us/FacAddr.aspx",2017-08-31T00:00:00Z,IMAGERY/OTHER,2019-11-05T00:00:00Z,http://www.doc.state.al.us/FacAddr.aspx,CLOSE,1760,0.0122867791728,{135318B9-382D-44B9-90B6-19852ED94F8D},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.012286779172839215,1.1073296194e-5,01073,01073012200,01073012200,01073012200,010730122002,010730122002,010730122002
2537,10000139,DRAPER CORRECTIONAL FACILITY,2828 ALABAMA HWY 143,ELMORE,AL,36025,-999,(334) 567-2221,STATE,CLOSED,989,ELMORE,01051,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.doc.state.al.us/StatReports.aspx, http://www.doc.state.al.us/FacAddr.aspx",2017-08-31T00:00:00Z,IMAGERY/OTHER,2019-10-22T00:00:00Z,http://www.doc.state.al.us/FacAddr.aspx,MEDIUM,1232,0.0105052520274,{1F6AF829-0F9E-420E-BEF3-F79DBC3A0B5A},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.010505252027395324,5.08741766075e-6,01051,01051030100,01051030100,01051030103,010510301003,010510301004,010510301031
2539,10001214,ELMORE CORRECTIONAL FACILITY,3520 MARION SPILLWAY ROAD,ELMORE,AL,36025,-999,(334) 567-1460,STATE,OPEN,1161,ELMORE,01051,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.doc.state.al.us/StatReports.aspx, http://www.doc.state.al.us/FacAddr.aspx",2017-08-31T00:00:00Z,IMAGERY/OTHER,2019-10-22T00:00:00Z,http://www.doc.state.al.us/FacAddr.aspx,MEDIUM,1176,0.007458002899,{36E6D020-D482-470F-813E-082838FB40D7},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.007458002898998725,3.41335231193e-6,01051,01051030100,01051030100,01051030103,010510301003,010510301004,010510301031
2540,10001954,BIBB CORRECTIONAL FACILITY,565 BIBB LANE,BRENT,AL,35034,-999,(205) 926-5252,STATE,OPEN,1808,BIBB,01007,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.doc.state.al.us/StatReports.aspx, http://www.doc.state.al.us/FacAddr.aspx",2017-08-31T00:00:00Z,IMAGERY/OTHER,2019-10-22T00:00:00Z,http://www.doc.state.al.us/FacAddr.aspx,MEDIUM,1914,0.0119902301951,{23201C82-F694-4969-A234-9BAEB930B7F0},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.011990230195106975,1.00199717805e-5,01007,01007010100,01007010004,01007010009,010070101004,010070100044,010070100092
2541,10000137,FARQUHAR CATTLE RANCH,1132 COUNTY RD 73,GREENSBORO,AL,36744,-999,NOT AVAILABLE,STATE,CLOSED,0,HALE,01065,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.doc.state.al.us/docs/AnnualRpts/2012AnnualReport.pdf,2017-10-18T00:00:00Z,IMAGERY/OTHER,2019-10-22T00:00:00Z,NOT AVAILABLE,MINIMUM,-999,0.0236628618217,{9F462D29-C263-4EEE-BB6D-0B8AFD0012AC},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.02366286182166706,2.62249837635e-5,01065,01065040400,01065040400,01065040401,010650404005,010650404005,010650404011
2543,10000129,LIMESTONE CORRECTIONAL FACILITY,28779 NICK DAVIS RD,HARVEST,AL,35749,-999,(256) 233-4600,STATE,OPEN,2107,LIMESTONE,01083,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.doc.state.al.us/StatReports.aspx, http://www.doc.state.al.us/FacAddr.aspx",2017-08-31T00:00:00Z,IMAGERY/OTHER,2019-10-22T00:00:00Z,http://www.doc.state.al.us/FacAddr.aspx,CLOSE,2086,0.0186725753553,{AE6C52A3-9872-4AEA-B867-E1B8E2525D31},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.01867257535530956,2.52425307772e-5,01083,01083020801,01083020801,01083020805,010830208013,010830208013,010830208052
2544,10000140,STATON CORRECTIONAL FACILITY,2690 MARION SPILLWAY RD,ELMORE,AL,36025,-999,(334) 567-2221,STATE,OPEN,1303,ELMORE,01051,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.doc.state.al.us/StatReports.aspx, http://www.doc.state.al.us/FacAddr.aspx",2017-08-31T00:00:00Z,IMAGERY/OTHER,2019-10-22T00:00:00Z,http://www.doc.state.al.us/FacAddr.aspx,MEDIUM,1376,0.00899104718479,{70B147E5-F1F1-418E-85CD-ED04A7A77EB0},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.00899104718479412,4.78770884497e-6,01051,01051030100,01051030100,01051030103,010510301003,010510301004,010510301031
2546,10003698,DECATUR COMMUNITY BASED FACILITY / COMMUNITY WORK CENTER,1401 STATE HIGHWAY 20 WEST,DECATUR,AL,35601,-999,(256) 350-0876,STATE,OPEN,555,MORGAN,01103,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.doc.state.al.us/StatReports.aspx, http://www.doc.state.al.us/FacAddr.aspx",2017-08-31T00:00:00Z,IMAGERY/OTHER,2019-10-22T00:00:00Z,http://www.doc.state.al.us/FacAddr.aspx,MINIMUM,740,0.00727325322395,{C81A304A-A47F-4DE4-BD5B-9E385D1DBC7F},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.007273253223954868,2.60286901287e-6,01103,01103000600,01103000600,01103000600,011030006002,011030006001,011030006001
2550,10001209,CHILDERSBURG COMMUNITY BASED FACILITY / COMMUNITY WORK CENTER,13501 PLANT RD,ALPINE,AL,35014,-999,(256) 378-3821,STATE,OPEN,368,TALLADEGA,01121,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.doc.state.al.us/StatReports.aspx, http://www.doc.state.al.us/FacAddr.aspx",2017-08-31T00:00:00Z,IMAGERY/OTHER,2019-10-22T00:00:00Z,http://www.doc.state.al.us/FacAddr.aspx,MINIMUM,550,0.00539292509664,{7FFB5D99-E186-4760-A4D4-83D40BFFE174},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.005392925096643676,1.48761449606e-6,01121,01121011200,01121011200,01121011200,011210112002,011210112001,011210112001
2551,10003721,ALEX CITY COMMUNITY BASED FACILITY / COMMUNITY WORK CENTER,HIGHWAY 22 WEST,ALEX CITY,AL,35011,-999,(256) 234-7533,STATE,OPEN,201,COOSA,01037,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.doc.state.al.us/StatReports.aspx, http://www.doc.state.al.us/FacAddr.aspx",2017-08-31T00:00:00Z,IMAGERY/OTHER,2019-10-22T00:00:00Z,http://www.doc.state.al.us/FacAddr.aspx,MINIMUM,346,0.00304985727214,{7715D23C-A397-46C2-BAE6-A297D81E0B1C},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.0030498572721379506,5.30270586425e-7,01037,01037961200,01037961000,01037961000,010379612002,010379610004,010379610002
2552,10003728,FRANK LEE COMMUNITY BASED FACILITY / COMMUNITY WORK CENTER,5305 INGRAM RD.,DEATSVILLE,AL,36022,-999,(334) 290-3200,STATE,OPEN,285,ELMORE,01051,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.doc.state.al.us/StatReports.aspx, http://www.doc.state.al.us/FacAddr.aspx",2017-08-31T00:00:00Z,IMAGERY/OTHER,2019-10-22T00:00:00Z,http://www.doc.state.al.us/FacAddr.aspx,MINIMUM,300,0.00795185203671,{EAFCE2BE-B3DF-48E5-9B2A-3CCD0D684CA9},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.00795185203670894,3.20539323717e-6,01051,01051030900,01051030901,01051030901,010510309002,010510309011,010510309013
2555,10001199,HAMILTON COMMUNITY BASED FACILITY / COMMUNITY WORK CENTER,1826 BEXAR AVE E,HAMILTON,AL,35570,-999,(205) 921-9308,STATE,OPEN,220,MARION,01093,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.doc.state.al.us/StatReports.aspx, http://www.doc.state.al.us/FacAddr.aspx",2017-08-31T00:00:00Z,IMAGERY/OTHER,2019-10-22T00:00:00Z,http://www.doc.state.al.us/FacAddr.aspx,MINIMUM,264,0.00298477334889,{0430AACE-3E1F-4298-9C7C-F5F6B3B14035},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.0029847733488851877,6.0888745029e-7,01093,01093984400,01093964400,01093964401,010939844001,010939644001,010939644011
2560,10001216,JULIA TUTWILER PRISON FOR WOMEN,8966 US HWY 231 N,WETUMPKA,AL,36092,-999,(334) 567-4369,STATE,OPEN,565,ELMORE,01051,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.doc.state.al.us/StatReports.aspx, http://www.doc.state.al.us/FacAddr.aspx",2017-08-31T00:00:00Z,IMAGERY/OTHER,2019-10-22T00:00:00Z,http://www.doc.state.al.us/FacAddr.aspx,CLOSE,975,0.0107671278006,{D3997B1A-6E8F-4646-8EDD-60F6D2A6CF5A},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.010767127800562866,3.89357008356e-6,01051,01051030600,01051030600,01051030600,010510306002,010510306001,010510306001
2561,10001197,HAMILTON AGED / INFIRMED,223 SASSER DR,HAMILTON,AL,35570,-999,(205) 921-7453,STATE,OPEN,243,MARION,01093,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.doc.state.al.us/StatReports.aspx, http://www.doc.state.al.us/FacAddr.aspx",2017-08-31T00:00:00Z,IMAGERY/OTHER,2019-10-22T00:00:00Z,http://www.doc.state.al.us/FacAddr.aspx,MEDIUM,300,0.00603937922123,{00853A39-4B64-4A85-B545-A3839448DF67},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.006039379221229359,2.05294381057e-6,01093,01093984400,01093964400,01093964401,010939844002,010939644003,010939644012
2564,10003710,SAINT CLAIR CORRECTIONAL FACILITY,1000 SAINT CLAIR ROAD,SPRINGVILLE,AL,35146,-999,(205) 467-6111,STATE,OPEN,964,ST. CLAIR,01115,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.doc.state.al.us/StatReports.aspx, http://www.doc.state.al.us/FacAddr.aspx",2017-08-31T00:00:00Z,IMAGERY/OTHER,2019-11-05T00:00:00Z,http://www.doc.state.al.us/FacAddr.aspx,CLOSE,1514,0.0149960879546,{9F569972-36A8-4FDB-A738-B20C4EE191AF},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.014996087954618634,1.36909754896e-5,01115,01115040502,01115040502,01115040507,011150405023,011150405023,011150405071
2565,10006241,JULIA TUTWILER PRISON FOR WOMEN ANNEX,8966 US HWY 231 N,WETUMPKA,AL,36092,-999,(334) 567-4369,STATE,OPEN,230,ELMORE,01051,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.doc.state.al.us/StatReports.aspx,2017-08-31T00:00:00Z,IMAGERY/OTHER,2019-11-05T00:00:00Z,http://www.doc.state.al.us/StatReports.aspx,MEDIUM,250,0.00375373485744,{6CF7CA60-0495-4933-9C20-6500C07280E5},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.003753734857442995,8.11720745537e-7,01051,01051030600,01051030600,01051030600,010510306002,010510306001,010510306001
2566,10000134,DEPARTMENT OF YOUTH SERVICES-CHALKVILLE CAMPUS,5849 OLD SPRINGVILLE RD,PINSON,AL,35126,-999,NOT AVAILABLE,STATE,CLOSED,0,JEFFERSON,01073,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.al.com/news/index.ssf/2015/10/new_dys_girls_facility_reflect.html,2015-10-09T00:00:00Z,IMAGERY/OTHER,2019-11-05T00:00:00Z,NOT AVAILABLE,JUVENILE,92,0.0101347972429,{D5F62EA4-BA8A-4DFB-9480-709C3AA6C518},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.010134797242927297,5.67355987045e-6,01073,01073011103,01073011111,01073011117,010730111031,010730111111,010730111174
2567,10000135,DEPARTMENT OF YOUTH SERVICES-VACCA CAMPUS,8950 ROEBUCK BLVD,BIRMINGHAM,AL,35206,-999,(205) 838-4900,STATE,OPEN,-999,JEFFERSON,01073,USA,922140,CORRECTIONAL INSTITUTIONS,http://dys.alabama.gov/index.html,2017-10-19T00:00:00Z,IMAGERY/OTHER,2019-11-05T00:00:00Z,http://dys.alabama.gov/index.html,JUVENILE,-999,0.014071316352,{19C86251-C757-415E-B3C0-EC5123043835},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.01407131635203715,1.40000139627e-5,01073,01073000100,01073000100,01073000100,010730001002,010730001001,010730001001
2568,10001210,TAYLOR HARDIN SECURE MEDICAL FACILITY,1301 JACK WARNER PARKWAY NE,TUSCALOOSA,AL,35404,-999,(205) 462-4500,STATE,OPEN,-999,TUSCALOOSA,01125,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.alaha.org/resources/hospital-directory/, http://www.mh.alabama.gov/ADHR/medicalprofessions/OurLocations.aspx#hardin",2017-10-19T00:00:00Z,IMAGERY/OTHER,2019-11-05T00:00:00Z,http://www.mh.alabama.gov/ADHR/medicalprofessions/OurLocations.aspx#hardin,MAXIMUM,115,0.00693454727354,{AD03C7C2-4E1A-4568-B827-7D5F0B17238B},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.006934547273544406,2.79476198467e-6,01125,01125012600,01125012600,01125012600,011250126002,011250126001,011250126002
2572,10006376,ERIE CCC,137 WEST 2ND STREET,ERIE,PA,16507,-999,(814) 456-9112,STATE,OPEN,0,ERIE,42049,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.yourerie.com/news/local-news/erie-community-corrections-facility-gives-tour-to-show-day-to-day-operations/,2017-10-10T00:00:00Z,IMAGERY/OTHER,2020-01-29T00:00:00Z,NOT AVAILABLE,MINIMUM,-999,0.0026883538054,{C8321295-9B58-4C84-91F6-13DDF49FFE87},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.0026883538053985865,2.93107859837e-7,42049,42049000300,42049000300,42049000300,420490003002,420490003002,420490003003
2587,10006521,SEQUEL TSI MADISON,1329 BROWNS FERRY ROAD,MADISON,AL,35758,-999,(256) 895-0710,STATE,CLOSED,-999,MADISON,01089,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.sequelyouthservices.com/html/secure.html,2017-10-19T00:00:00Z,IMAGERY/OTHER,2019-10-22T00:00:00Z,http://www.sequelyouthservices.com/html/secure.html,JUVENILE,48,0.00544883339472,{FF924EF4-3962-4435-AF54-CCE6C2FA709B},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.0054488333947194136,1.05375500489e-6,01089,01089011011,01089011011,01089011024,010890110111,010890110111,010890110242
2593,10006522,SEQUEL TSI-TUSKEGEE,4280 US HIGHWAY 29 SOUTH,TUSKEGEE,AL,36083,-999,(334) 727-2216,STATE,OPEN,-999,MACON,01087,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.sequelyouthservices.com/html/secure.html,2017-10-19T00:00:00Z,IMAGERY/OTHER,2019-10-22T00:00:00Z,http://www.sequelyouthservices.com/html/secure.html,JUVENILE,50,0.00448248671818,{2324C0AB-686A-42D0-AE55-443B526A5409},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.004482486718178312,9.72198772055e-7,01087,01087981600,01087231602,01087231602,010879816003,010872316021,010872316022
2595,10003083,FCI LORETTO,772 SAINT JOSEPH ST,LORETTO,PA,15940,-999,(814) 472-4140,FEDERAL,OPEN,898,CAMBRIA,42021,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.bop.gov/about/statistics/population_statistics.jsp,2016-02-16T00:00:00Z,IMAGERY/OTHER,2020-01-29T00:00:00Z,https://www.bop.gov/locations/,MINIMUM,677,0.012964480172,{B2667E6C-B120-4F9A-9606-F8CC28AF070C},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.012964480172029445,7.83993638558e-6,42021,42021012300,42021012300,42021012300,420210123001,420210123001,420210123001
2596,10003084,FCI LORETTO CAMP,772 SAINT JOSEPH ST,LORETTO,PA,15940,-999,(814) 472-4140,FEDERAL,OPEN,83,CAMBRIA,42021,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.bop.gov/about/statistics/population_statistics.jsp,2016-02-16T00:00:00Z,IMAGERY/OTHER,2020-01-29T00:00:00Z,https://www.bop.gov/locations/,MINIMUM,107,0.00629922023966,{00A31104-E673-4428-AB12-73BA61749DDC},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.0062992202396644536,2.26802203171e-6,42021,42021012300,42021012300,42021012300,420210123001,420210123001,420210123001
2597,10003067,FCI ALLENWOOD LOW,"RT. 15, 2 MILES N OF ALLENWOOD",ALLENWOOD,PA,17810,-999,(570) 547-1990,FEDERAL,OPEN,1331,UNION,42119,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.bop.gov/about/statistics/population_statistics.jsp,2016-02-16T00:00:00Z,IMAGERY/OTHER,2020-01-29T00:00:00Z,https://www.bop.gov/locations/,MINIMUM,992,0.0191239943906,{7B8F2826-1820-4245-B7FA-E23D699BD836},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.019123994390580903,2.46509364989e-5,42119,42119990100,42119980101,42119980101,421199901001,421199801011,421199801011
2598,10003712,COOSA VALLEY YOUTH SERVICES,4625 MCCLELLAN BOULEVARD,ANNISTON,AL,36204,-999,(256) 237-2881,STATE,OPEN,-999,CALHOUN,01015,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cvys.net/index.html,2017-10-19T00:00:00Z,IMAGERY/OTHER,2019-10-22T00:00:00Z,http://www.cvys.net/index.html,JUVENILE,48,0.00269847968189,{1E1136FE-F17E-4467-965F-D0455FB73A94},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.002698479681890611,4.01291959352e-7,01015,01015001900,01015000700,01015000700,010150019009,010150007002,010150007003
2603,10006524,ALABAMA THERAPEUTIC EDUCATION FACILITY,102 INDUSTRIAL PARKWAY,COLUMBIANA,AL,35051,-999,(205) 669-1187,STATE,OPEN,281,SHELBY,01117,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.doc.state.al.us/StatReports.aspx, https://www.geogroup.com/Locations",2017-08-31T00:00:00Z,IMAGERY/OTHER,2019-10-22T00:00:00Z,https://www.geogroup.com/Locations,NOT AVAILABLE,724,0.00542673470271,{9DB84034-5AC8-446A-BD8A-C3839D38F9AE},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.005426734702710793,2.01334901752e-6,01117,01117030701,01117030701,01117030701,011170307011,011170307011,011170307013
2741,10001588,BLAND CORRECTIONAL CENTER,256 BLAND FARM RD,BLAND,VA,24315,9615,(276) 688-3341,STATE,OPEN,642,BLAND,51021,USA,922140,CORRECTIONAL INSTITUTIONS,https://vadoc.virginia.gov/facilities-and-offices/,2017-09-21T00:00:00Z,IMAGERY/OTHER,2020-02-24T00:00:00Z,https://vadoc.virginia.gov/facilities-and-offices/,MEDIUM,670,0.0106167132639,{2EA81459-5E03-4D1E-B50C-9F56EB0FE1DD},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.010616713263890567,6.00081595392e-6,51021,51021990100,51021040100,51021040100,510219901003,510210401003,510210401003
2787,10001583,KEEN MOUNTAIN CORRECTIONAL CENTER,STATE ROUTE 629,OAKWOOD,VA,24631,-999,(276) 498-7411,STATE,OPEN,723,BUCHANAN,51027,USA,922140,CORRECTIONAL INSTITUTIONS,https://vadoc.virginia.gov/about/facts/,2014-11-18T00:00:00Z,IMAGERY/OTHER,2020-02-24T00:00:00Z,https://vadoc.virginia.gov/facilities-and-offices/,CLOSE,870,0.0122761621546,{872E19DA-0EAB-4658-870F-6A476ACBB56F},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.012276162154576713,1.03845849586e-5,51027,51027990600,51027010600,51027010600,510279906002,510270106002,510270106002
2807,10003307,RED ONION STATE PRISON,10800 H JACK ROSE HWY,POUND,VA,24279,-999,(276) 796-7510,STATE,OPEN,851,WISE,51195,USA,922140,CORRECTIONAL INSTITUTIONS,https://vadoc.virginia.gov/facilities-and-offices/,2015-09-22T00:00:00Z,IMAGERY/OTHER,2020-02-24T00:00:00Z,https://vadoc.virginia.gov/facilities-and-offices/,MAXIMUM,987,0.0108044693706,{A644BBD8-C46B-499F-8F2E-F5E251BB8166},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.010804469370578763,7.93977803754e-6,51195,51195990700,51195930700,51195930700,511959907001,511959307003,511959307003
2830,10003598,FCI GILMER CAMP,201 FCI LANE,GLENVILLE,WV,26351,-999,(304) 626-2500,FEDERAL,OPEN,64,GILMER,54021,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.bop.gov/locations/institutions/gil/,2016-02-16T00:00:00Z,IMAGERY/OTHER,2020-03-03T00:00:00Z,https://www.bop.gov/locations/institutions/gil/,MINIMUM,128,0.00374795324927,{08F18637-5028-4AE1-A991-182512DDC4B9},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.0037479532492689783,6.79080223915e-7,54021,54021967700,54021967700,54021980000,540219677004,540219677005,540219800001
2837,10006622,MACCORMICK SECURE CENTER,300 SOUTH ROAD,BROOKTONDALE,NY,14817,-999,(607) 539-7121,STATE,OPEN,22,TOMPKINS,36109,USA,922140,CORRECTIONAL INSTITUTIONS,https://ocfs.ny.gov/main/rehab/regionalListingDetail.asp,2017-06-06T00:00:00Z,IMAGERY/OTHER,2020-02-13T00:00:00Z,https://ocfs.ny.gov/main/rehab/regionalListingDetail.asp,JUVENILE,39,0.00647360326276,{9336A54B-FB1A-48E3-8A36-D86F42CE7E33},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.006473603262764093,2.56780039595e-6,36109,36109001900,36109001900,36109001901,361090019002,361090019002,361090019012
2870,10006145,CAMP GEORGETOWN,3191 CRUMB HILL RD,GEORGETOWN,NY,13072,-999,NOT AVAILABLE,STATE,CLOSED,0,CHENANGO,36053,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.nhregister.com/news/article/Camp-Georgetown-Oneida-Correctional-Facility-to-11571408.php,2013-05-09T00:00:00Z,IMAGERY/OTHER,2020-02-13T00:00:00Z,NOT AVAILABLE,MINIMUM,262,0.0164497431814,{FEAE6CE4-7053-41DF-9168-C1B9A997C91E},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.016449743181419414,1.23409673343e-5,36053,NA,NA,NA,NA,NA,NA
2872,10003184,MONTEREY SHOCK INCARCERATION CORRECTIONAL FACILITY,2150 EVERGREEN HILL RD,BEAVER DAMS,NY,14812,-999,NOT AVAILABLE,STATE,CLOSED,0,SCHUYLER,36097,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.steubencourier.com/article/20130805/NEWS/130809921,2013-07-26T00:00:00Z,IMAGERY/OTHER,2020-02-13T00:00:00Z,NOT AVAILABLE,MINIMUM,300,0.00857911388655,{B19ECF4C-2864-46AC-B245-4389C76A7CAD},2022-01-07T15:27:25Z,HostedByHIFLD,2022-01-07T15:27:25Z,HostedByHIFLD,0.008579113886547125,2.4485115669e-6,36097,36097950300,36097950300,36097950300,360979503004,360979503002,360979503002
