OBJECTID,SWID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,REG_ID,STATUSDATE,OWNER,CLOSE_DATE,PERMIT_NO,ARC,ID_COUNTY,ID_TRACT_00,ID_TRACT_10,ID_TRACT_20,ID_BLKGRP_00,ID_BLKGRP_10,ID_BLKGRP_20
4731,10096,"HYCHE LANDFILL, LLC (DOUBLE SPRINGS)",1360 COUNTY RD. 24,DOUBLE SPRINGS,AL,35553,2802,(256) 462-3433,C&D,OPEN,WINSTON,01133,USA,34.1659660224141,-87.3933370548611,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://adem.alabama.gov/programs/land/default.cnt,1596153600000,IMAGERY,1566518400000,http://www.hychellc.com/,110034146984,NOT AVAILABLE,MR. TARRIE HYCHE,NOT AVAILABLE,67-10,in ARC,01133,01133995600,01133965600,01133965602,011339956002,011339656005,011339656023
4732,10097,CITY OF HARTSELLE LANDFILL,99 LOVELADY ST NW,HARTSELLE,AL,35640,NOT AVAILABLE,(256) 773-8603,C&D,OPEN,MORGAN,01103,USA,34.4545863441845,-86.9362395908844,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://adem.alabama.gov/programs/land/default.cnt,1596153600000,IMAGERY,1566518400000,http://www.hartselle.org/wp/departments/public-works-street-dept/landfill/,110014452305,NOT AVAILABLE,CITY OF HARTSELLE,NOT AVAILABLE,52-07,in ARC,01103,01103005301,01103005301,01103005306,011030053011,011030053011,011030053062
4733,10098,GUNTERSVILLE LANDFILL,ALABAMA STATE HWY 79 S MARSHALL BLOUNT COUNTY LINE,GUNTERSVILLE,AL,35976,NOT AVAILABLE,(256) 571-7598,C&D,OPEN,MARSHALL,01095,USA,34.2946909484286,-86.3539671208859,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://adem.alabama.gov/programs/land/default.cnt,1596153600000,IMAGERY,1566518400000,http://www.guntersvilleal.org/city_services/public_works.php,110040085733,NOT AVAILABLE,CITY OF GUNTERSVILLE,NOT AVAILABLE,48-11,in ARC,01095,01095030600,01095030600,01095030602,010950306003,010950306003,010950306023
4734,10099,JEFFERSON COUNTY LANDFILL NO. 2 (PUBLIC),7035 NARROWS RD,PINSON,AL,35126,NOT AVAILABLE,(205) 631-1313,MUNICIPAL,OPEN,JEFFERSON,01073,USA,33.7094906860464,-86.7078398068616,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://adem.alabama.gov/programs/land/default.cnt,1596153600000,IMAGERY,1566518400000,NOT AVAILABLE,110009059348,NOT AVAILABLE,JEFFERSON COUNTY COMMISSION,NOT AVAILABLE,37-44,in ARC,01073,01073011706,01073011706,01073011706,010730117061,010730117061,010730117062
4735,10100,STAR RIDGE LANDFILL (PRIVATE),3301 ACMAR RD,MOODY,AL,35004,2737,(334) 301-8918,MUNICIPAL,OPEN,ST. CLAIR,01115,USA,33.6058056143377,-86.5170782179853,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://adem.alabama.gov/programs/land/default.cnt,1596153600000,IMAGERY,1566518400000,https://www.facebook.com/pages/Veolia-ES-Star-Ridge-Landfill/168664699813986,110040628559,NOT AVAILABLE,"ADVANCED DISPOSAL SERVICES, LLC",NOT AVAILABLE,58-05,in ARC,01115,01115040101,01115040103,01115040108,011150401012,011150401031,011150401082
4736,10101,EASTERN AREA LANDFILL (PUBLIC),2787 ALTON ROAD,IRONDALE,AL,35210,NOT AVAILABLE,(205) 655-3391,MUNICIPAL,OPEN,JEFFERSON,01073,USA,33.590973900725,-86.643252948165,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://adem.alabama.gov/programs/land/default.cnt,1596153600000,IMAGERY,1566518400000,https://plus.google.com/102599773319340854907/about?hl=en,110001712816,NOT AVAILABLE,CITY OF BIRMINGHAM,NOT AVAILABLE,37-12,in ARC,01073,01073011107,01073011107,01073011115,010730111072,010730111074,010730111153
4737,10102,"PACE INDUSTRIES, INC. LYNN LANDFILL",294 COUNTY ROAD 356,LYNN,AL,35575,NOT AVAILABLE,NOT AVAILABLE,C&D,OPEN,WINSTON,01133,USA,34.0519507153533,-87.5653654093861,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://adem.alabama.gov/programs/land/default.cnt,1596153600000,IMAGERY/OTHER,1566518400000,https://plus.google.com/106091376252099781494/about?gl=us&hl=en,NOT AVAILABLE,NOT AVAILABLE,"PACE INDUSTRIES, INC.",NOT AVAILABLE,67-13,in ARC,01133,01133995900,01133965900,01133965900,011339959003,011339659003,011339659003
4738,10103,COOSA COUNTY INERT LANDFILL,STATE HIGHWAY 22,ROCKFORD,AL,35136,NOT AVAILABLE,(256) 377-2420,C&D,OPEN,COOSA,01037,USA,32.8851482539888,-86.1359705207229,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://adem.alabama.gov/programs/land/default.cnt,1596153600000,UNVERIFIED,1566777600000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,COOSA COUNTY COMMISSION,NOT AVAILABLE,19-03,in ARC,01037,01037961200,01037961200,01037961200,010379612002,010379612002,010379612002
4739,10104,EVERGREEN INERT LANDFILL,PO BOX 229,EVERGREEN,AL,36401,NOT AVAILABLE,(251) 578-1574,C&D,OPEN,CONECUH,01035,USA,31.4948436517132,-86.9108319021705,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://adem.alabama.gov/programs/land/default.cnt,1596153600000,UNVERIFIED,1566777600000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,CITY OF EVERGREEN,NOT AVAILABLE,18-03,not ARC,01035,NA,NA,NA,NA,NA,NA
4740,10105,"GEO SPECIALTY CHEMICALS, INC. INERT LANDFILL",5365 COUNTY RD 51,DEMOPOLIS,AL,36732,NOT AVAILABLE,(334) 289-3650,C&D,OPEN,HALE,01065,USA,32.787010490242,-87.4898170883879,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://adem.alabama.gov/programs/land/default.cnt,1596153600000,UNVERIFIED,1566777600000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,"GEO SPECIALTY CHEMICALS, INC.",NOT AVAILABLE,33-02,in ARC,01065,01065040200,01065040200,01065040200,010650402001,010650402001,010650402001
4741,10106,IMMAC POWER SOLUTIONS INCORPORATED,200 SILVERADO DR,MADISON,AL,35758,NOT AVAILABLE,(256) 541-2340,C&D,OPEN,MADISON,01089,USA,34.7387811129581,-86.7448948806942,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://adem.alabama.gov/programs/land/default.cnt,1596153600000,UNVERIFIED,1567468800000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,IMMAC POWER SOLUTIONS INCORPORATED,NOT AVAILABLE,20-09,in ARC,01089,01089011011,01089011011,01089011023,010890110111,010890110112,010890110232
4742,10107,LAMAR COUNTY NORTH INERT LANDFILL,715 MILITARY ROAD,SULLIGENT,AL,35586,NOT AVAILABLE,(205) 695-7333,C&D,OPEN,LAMAR,01075,USA,33.9975539542517,-87.9869106152327,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://adem.alabama.gov/programs/land/default.cnt,1596153600000,UNVERIFIED,1567468800000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,LAMAR COUNTY COMMISSION,NOT AVAILABLE,38-04,in ARC,01075,01075030000,01075030000,01075030000,010750300002,010750300002,010750300002
4743,10108,NOBLE HILL LANDFILL (PUBLIC),910 SAND VALLEY RD,ATTALLA,AL,35954,NOT AVAILABLE,(205) 903-0698,MUNICIPAL,OPEN,ETOWAH,01055,USA,34.0767425843028,-86.1113821027018,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://adem.alabama.gov/programs/land/default.cnt,1596153600000,UNVERIFIED,1567468800000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,"EVERGREEN ENVIRONMENTAL PARTNERS, LLC",NOT AVAILABLE,28-08,in ARC,01055,01055011000,01055010300,01055010300,010550110003,010550103001,010550103001
4744,10109,SEVEN MILE POST ROAD MSW LANDFILL (PUBLIC),310 W WASHINGTON STREET,ATHENS,AL,35611,NOT AVAILABLE,(256) 233-6400,MUNICIPAL,OPEN,LIMESTONE,01083,USA,34.8023813847931,-86.9725382746216,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://adem.alabama.gov/programs/land/default.cnt,1596153600000,UNVERIFIED,1567468800000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,SOLID WASTE DISPOSAL AUTHORITY OF ATHENS,NOT AVAILABLE,42-03,in ARC,01083,01083020600,01083020600,01083020600,010830206004,010830206002,010830206002
4745,10110,BUTLER GREEN INDUSTRIAL LANDFILL,4975 BAINS GAP ROAD,ANNISTON,AL,36205,NOT AVAILABLE,(256) 236-2011,INDUSTRIAL,OPEN,CALHOUN,01015,USA,33.7134700970674,-85.7824404827421,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://adem.alabama.gov/programs/land/default.cnt,1596153600000,IMAGERY/OTHER,1628467200000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,MCCLELLAN DEVELOPMENT AUTHORITY,NOT AVAILABLE,08-02,in ARC,01015,01015001900,01015000700,01015000700,010150019009,010150007003,010150007003
4746,10111,GREEN VALLEY SERVICE LLC LANDFILL,1604 PINSON VALLEY PARKWAY,TARRANT,AL,35217,NOT AVAILABLE,(205) 365-6125,C&D,OPEN,JEFFERSON,01073,USA,33.601775930315,-86.7454329612621,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://adem.alabama.gov/programs/land/default.cnt,1596153600000,IMAGERY/OTHER,1628467200000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,GREEN VALLEY SERVICE LLC,NOT AVAILABLE,37-35,in ARC,01073,01073011902,01073011904,01073011904,010730119025,010730119041,010730119041
4747,10112,WCA OF ALABAMA LLC. INDUSTRIAL LANDFILL,13737 PLANT RD,ALPINE,AL,35014,NOT AVAILABLE,(713) 572-3800,INDUSTRIAL,OPEN,TALLADEGA,01121,USA,33.3611731411276,-86.3288169764223,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://adem.alabama.gov/programs/land/default.cnt,1596153600000,IMAGERY/OTHER,1628467200000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,WCA OF ALABAMA L.L.C.,NOT AVAILABLE,61-16,in ARC,01121,01121011200,01121011200,01121011200,011210112002,011210112001,011210112001
4748,10113,CITY OF OXFORD LANDFILL,42 PUBLIC WORKS DR.,OXFORD,AL,36203,NOT AVAILABLE,(256) 835-6124,C&D,OPEN,CALHOUN,01015,USA,33.6515926438855,-85.8423066912008,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://adem.alabama.gov/programs/land/default.cnt,1596153600000,IMAGERY/OTHER,1628467200000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,CITY OF OXFORD,NOT AVAILABLE,08-08,in ARC,01015,01015000600,01015000600,01015000600,010150006001,010150006001,010150006001
4749,10114,CHEROKEE INDUSTRIAL LANDFILL,1750 CANE CREEK RD,CHEROKEE,AL,35616,NOT AVAILABLE,(404) 273-4977,INDUSTRIAL,OPEN,COLBERT,01033,USA,34.7471992916141,-87.8725193636777,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://adem.alabama.gov/programs/land/default.cnt,1596153600000,IMAGERY/OTHER,1628467200000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,"CWI ALABAMA, LLC",NOT AVAILABLE,17-10,in ARC,01033,01033020900,01033020902,01033020902,010330209004,010330209023,010330209023
4750,10115,PRATTVILLE MILL INDUSTRIAL LANDFILL,100 JENSON ROAD,PRATTVILLE,AL,36067,NOT AVAILABLE,(334) 361-5048,INDUSTRIAL,OPEN,AUTAUGA,01001,USA,32.4331318003923,-86.4539345913083,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://adem.alabama.gov/programs/land/default.cnt,1596153600000,IMAGERY/OTHER,1628467200000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,"INTERNATIONAL PAPER, PRATTVILLE MILL",NOT AVAILABLE,01-05,not ARC,01001,NA,NA,NA,NA,NA,NA
4751,10116,HURON VALLEY INDUSTRIAL LANDFILL,820 WARE STREET,ANNISTON,AL,36201,NOT AVAILABLE,(256) 238-9127,INDUSTRIAL,OPEN,CALHOUN,01015,USA,33.6551459606176,-85.8631899338683,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://adem.alabama.gov/programs/land/default.cnt,1596153600000,IMAGERY/OTHER,1628467200000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,HURON VALLEY STEEL CORPORATION,NOT AVAILABLE,08-18,in ARC,01015,01015000400,01015000400,01015000400,010150004001,010150004001,010150004001
4752,10117,INTERNATIONAL PAPER RIVERDALE MILL LANDFILL,601 COUNTY RD. 78,SELMA,AL,36703,NOT AVAILABLE,(334) 418-5356,INDUSTRIAL,OPEN,DALLAS,01047,USA,32.4160379725744,-86.8751284707024,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://adem.alabama.gov/programs/land/default.cnt,1596153600000,IMAGERY/OTHER,1628467200000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,INTERNATIONAL PAPER,NOT AVAILABLE,24-06,not ARC,01047,NA,NA,NA,NA,NA,NA
4753,10118,ASH/DREGS LANDFILL,17589 PLANT ROAD,COOSA PINES,AL,35044,NOT AVAILABLE,(256) 378-5541,INDUSTRIAL,OPEN,TALLADEGA,01121,USA,33.3582904542411,-86.3284758024163,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://adem.alabama.gov/programs/land/default.cnt,1596153600000,IMAGERY/OTHER,1628467200000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,"RESOLUTE FP US, INC.",NOT AVAILABLE,61-12,in ARC,01121,01121011200,01121011200,01121011200,011210112002,011210112001,011210112001
4754,10119,SHOALS SOLID WASTE INDUSTRIAL LANDFILL,201 N MAIN STREET,TUSCUMBIA,AL,35674,NOT AVAILABLE,(256) 386-8500,INDUSTRIAL,OPEN,COLBERT,01033,USA,34.6925212207778,-87.6621812623553,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://adem.alabama.gov/programs/land/default.cnt,1596153600000,IMAGERY/OTHER,1628467200000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,SHOALS SOLID WASTE AUTHORITY,NOT AVAILABLE,17-01,in ARC,01033,01033020900,01033020901,01033020901,010330209005,010330209012,010330209012
4755,10120,"BIG SKY ENVIRONMENTAL, LLC SOLID WASTE FACILITY (PRIVATE)",5100 FLAT TOP RD,ADAMSVILLE,AL,35005,NOT AVAILABLE,(205) 914-0053,MUNICIPAL,OPEN,JEFFERSON,01073,USA,33.6409995546858,-86.9920925441356,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://adem.alabama.gov/programs/land/default.cnt,1596153600000,IMAGERY/OTHER,1628467200000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,"BIG SKY ENVIRONMENTAL, LLC",NOT AVAILABLE,37-48,in ARC,01073,01073012104,01073012104,01073012104,010730121041,010730121041,010730121041
4756,10121,MUELLER COMPANY INDUSTRIAL LANDFILL,956 INDUSTRIAL BLVD.,ALBERTVILLE,AL,35960,NOT AVAILABLE,(256) 878-7930,INDUSTRIAL,OPEN,MARSHALL,01095,USA,34.2301187127085,-86.1894778918912,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://adem.alabama.gov/programs/land/default.cnt,1596153600000,IMAGERY/OTHER,1628467200000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,MUELLER COMPANY,NOT AVAILABLE,48-10,in ARC,01095,01095030902,01095030902,01095030902,010950309022,010950309023,010950309023
4757,10122,MILL WASTE LANDFILL,17589 PLANT ROAD,COOSA PINES,AL,35044,NOT AVAILABLE,(256) 378-5541,INDUSTRIAL,OPEN,TALLADEGA,01121,USA,33.3613837533576,-86.3287137477412,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://adem.alabama.gov/programs/land/default.cnt,1596153600000,IMAGERY/OTHER,1628467200000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,"RESOLUTE FP US, INC.",NOT AVAILABLE,61-13,in ARC,01121,01121011200,01121011200,01121011200,011210112002,011210112001,011210112001
4758,10123,"BOISE WHITE PAPER, LLC INDUSTRIAL WASTE LANDFILL",4585 WEST INDUSTRIAL ROAD,JACKSON,AL,36545,NOT AVAILABLE,(251) 589-5843,INDUSTRIAL,OPEN,CLARKE,01025,USA,31.5015158739585,-87.9097513026804,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://adem.alabama.gov/programs/land/default.cnt,1596153600000,IMAGERY/OTHER,1628467200000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,"BOISE WHITE PAPER, LLC JACKSON MILL",NOT AVAILABLE,13-05,not ARC,01025,NA,NA,NA,NA,NA,NA
4759,10124,"TAMKO BUILDING PRODUCTS, INC. INDUSTRIAL LANDFILL",2300 35TH STREET,TUSCALOOSA,AL,35401,NOT AVAILABLE,(205) 752-3555,INDUSTRIAL,OPEN,TUSCALOOSA,01125,USA,33.1871010385821,-87.5677313611134,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://adem.alabama.gov/programs/land/default.cnt,1596153600000,IMAGERY/OTHER,1628467200000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,"TAMKO BUILDING PRODUCTS, INC.",NOT AVAILABLE,63-17,in ARC,01125,01125011800,01125011800,01125011800,011250118004,011250118003,011250118003
4760,10125,GEORGIA PACIFIC CONSUMER PRODUCTS LP LANDFILL #1,7530 HIGHWAY 114,PENNINGTON,AL,36916,NOT AVAILABLE,(251) 459-1374,INDUSTRIAL,OPEN,CHOCTAW,01023,USA,32.2284454417038,-88.0152226581991,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://adem.alabama.gov/programs/land/default.cnt,1596153600000,IMAGERY/OTHER,1628467200000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,GEORGIA PACIFIC CONSUMER PRODUCTS LP,NOT AVAILABLE,12-02,not ARC,01023,NA,NA,NA,NA,NA,NA
4761,10126,"FRANKLIN COUNTY LAND MANAGEMENT, INC. C/D LANDFILL",13020 HWY 187,RUSSELLVILLE,AL,35653,NOT AVAILABLE,(256) 332-9594,INDUSTRIAL,OPEN,FRANKLIN,01059,USA,34.4701991046051,-87.8683529889992,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://adem.alabama.gov/programs/land/default.cnt,1596153600000,IMAGERY/OTHER,1628467200000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,"FRANKLIN COUNTY LAND MANAGEMENT, INC.",NOT AVAILABLE,30-04,in ARC,01059,01059973100,01059973100,01059973100,010599731002,010599731002,010599731002
4762,10127,"WEST ROCK MILL COMPANY, LLC LIME MUD LANDFILL",28270 HIGHWAY 80 WEST,DEMOPOLIS,AL,36732,NOT AVAILABLE,(334) 289-6228,INDUSTRIAL,OPEN,MARENGO,01091,USA,32.4481992919638,-87.9867959903427,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://adem.alabama.gov/programs/land/default.cnt,1596153600000,IMAGERY/OTHER,1628467200000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,"WEST ROCK MILL COMPANY, LLC",NOT AVAILABLE,46-02,not ARC,01091,NA,NA,NA,NA,NA,NA
4763,10128,"WEST ROCK MILL COMPANY, LLC SOLID WASTE LANDFILL",28270 HIGHWAY 80 WEST,DEMOPOLIS,AL,36732,NOT AVAILABLE,(334) 289-6228,INDUSTRIAL,OPEN,MARENGO,01091,USA,32.4528538995879,-87.9837306448533,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://adem.alabama.gov/programs/land/default.cnt,1596153600000,IMAGERY/OTHER,1628467200000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,"WEST ROCK MILL COMPANY, LLC",NOT AVAILABLE,46-03,not ARC,01091,NA,NA,NA,NA,NA,NA
4764,10129,NO.4 C&D LANDFILL,16243 HWY 216,BROOKWOOD,AL,35444,NOT AVAILABLE,NOT AVAILABLE,C&D,OPEN,TUSCALOOSA,01125,USA,33.2625739199505,-87.368636304322,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://adem.alabama.gov/programs/land/default.cnt,1596153600000,IMAGERY/OTHER,1628467200000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,"JIM WALTERS RESOURCES, INC.",NOT AVAILABLE,63-20,in ARC,01125,01125010601,01125010601,01125010601,011250106011,011250106011,011250106011
4765,10130,WESTROCK CP LLC LANDFILL,1611 COUNTY RD 85,STEVENSON,AL,35772,NOT AVAILABLE,(256) 437-3210,INDUSTRIAL,OPEN,JACKSON,01071,USA,34.8582000064252,-85.7914652523195,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",http://adem.alabama.gov/programs/land/default.cnt,1596153600000,IMAGERY/OTHER,1628467200000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,WESTROCK CP LLC,NOT AVAILABLE,36-06,in ARC,01071,01071950300,01071950300,01071950302,010719503001,010719503001,010719503021
6670,130001,REPUBLIC SERVICES - PINE RIDGE RECYCLING (MSWL),105 BAILEY JESTER RD,GRIFFIN,GA,30223,NOT AVAILABLE,(770) 867-2499,MUNICIPAL,OPEN,BUTTS,13035,USA,33.2365023382124,-84.1224545075694,562212,"SOLID WASTE LANDFILLS, NONHAZARDOUS",https://epd.georgia.gov/about-us/land-protection-branch/solid-waste/permitted-solid-waste-facilities,1627689600000,IMAGERY/OTHER,1589414400000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,MIKE MEUSE,NOT AVAILABLE,018-008D(MSWL),not ARC,13035,NA,NA,NA,NA,NA,NA
6671,130002,211 WASTE DISPOSAL,1392 HWY 211 NE,WINDER,GA,30680,NOT AVAILABLE,(770) 607-8617,TRANSFER,OPEN,BARROW,13013,USA,34.0249343904098,-83.6199857157681,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://epd.georgia.gov/about-us/land-protection-branch/solid-waste/permitted-solid-waste-facilities,1627689600000,IMAGERY/OTHER,1589414400000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,TOMMY LEDBETTER,NOT AVAILABLE,PBR-007-13TS,in ARC,13013,13013180400,13013180401,13013180401,130131804001,130131804012,130131804012
6672,130003,"LANDFILLS OF GEORGIA, INC",141 RAILROAD STREET,STOCKBRIDGE,GA,30281,NOT AVAILABLE,(770) 506-0016,TRANSFER,OPEN,HENRY,13151,USA,33.53637614924,-84.2280177935863,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://epd.georgia.gov/about-us/land-protection-branch/solid-waste/permitted-solid-waste-facilities,1627689600000,IMAGERY/OTHER,1589414400000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,PBR-075-24TS,not ARC,13151,NA,NA,NA,NA,NA,NA
6673,130004,GARBAGE HOUND SANITATION,759 HIGHWAY 60,HOSCHTON,GA,30548,NOT AVAILABLE,(912) 375-6680,TRANSFER,OPEN,JACKSON,13157,USA,34.1271531669851,-83.7184778969374,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://epd.georgia.gov/about-us/land-protection-branch/solid-waste/permitted-solid-waste-facilities,1627689600000,IMAGERY/OTHER,1589414400000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,LEMUEL F. HAYES,NOT AVAILABLE,PBR-078-019TS,in ARC,13157,13157010100,13157010102,13157010106,131570101003,131570101021,131570101062
6674,130005,BALDWIN CO-SINCLAIR DISPOSAL SERVICES,154 DUNDEE DRIVE,MILLEDGEVILLE,GA,31061,NOT AVAILABLE,(770) 307-2796,TRANSFER,OPEN,BALDWIN,13009,USA,33.1192536770156,-83.2067770013575,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://epd.georgia.gov/about-us/land-protection-branch/solid-waste/permitted-solid-waste-facilities,1627689600000,IMAGERY/OTHER,1589414400000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,"ADVANCED DISPOSAL SERVICES MILLEDGEVILLE TRANSFER STATION, LLC",NOT AVAILABLE,PBR-005-12TS,not ARC,13009,NA,NA,NA,NA,NA,NA
6675,130006,"BAXTER WASTE SYSTEMS, INC.",365 PEEPLES VALLEY ROAD,CARTERSVILLE,GA,30121,NOT AVAILABLE,NOT AVAILABLE,TRANSFER,OPEN,BARTOW,13015,USA,34.2274102550792,-84.8042708754006,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://epd.georgia.gov/about-us/land-protection-branch/solid-waste/permitted-solid-waste-facilities,1627689600000,IMAGERY/OTHER,1589414400000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,JEFF BAXTER,NOT AVAILABLE,PBR-008-18TS,in ARC,13015,13015960400,13015960402,13015960407,130159604002,130159604021,130159604071
6676,130007,ADVANCED DISPOSAL SERVICES-MACON TRANSFER STATION,4291 INTERSTATE DR.,MACON,GA,31210,NOT AVAILABLE,NOT AVAILABLE,TRANSFER,OPEN,BIBB,13021,USA,32.8289600946327,-83.7299371933468,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://epd.georgia.gov/about-us/land-protection-branch/solid-waste/permitted-solid-waste-facilities,1627689600000,IMAGERY/OTHER,1589414400000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,ADVANCED DISPOSAL SERVICES OF MACON,NOT AVAILABLE,PBR-011-39TS,not ARC,13021,NA,NA,NA,NA,NA,NA
6677,130008,CARROLL CO SOLID WASTE MANAGEMENT AUTHORITY,439 SIMONTON MILL RD,CARROLLTON,GA,30117,NOT AVAILABLE,(706) 937-4564,TRANSFER,OPEN,CARROLL,13045,USA,33.5500468857553,-85.1507931990469,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://epd.georgia.gov/about-us/land-protection-branch/solid-waste/permitted-solid-waste-facilities,1627689600000,IMAGERY/OTHER,1589414400000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,PBR-022-01TS,in ARC,13045,13045991100,13045911100,13045911102,130459911004,130459111001,130459111021
6678,130009,CHATHAM CO-GEORGIA RECYCLING TRANSFER STATION,355 NORTH LATHROP AVENUE,SAVANNAH,GA,31415,NOT AVAILABLE,NOT AVAILABLE,TRANSFER,OPEN,CHATHAM,13051,USA,32.0972446308351,-81.1147612487326,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://epd.georgia.gov/about-us/land-protection-branch/solid-waste/permitted-solid-waste-facilities,1627689600000,IMAGERY/OTHER,1589414400000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,SAVANNAH STEEL TERMINAL - GEORGIA RECYCLERS,NOT AVAILABLE,PBR-025-48TTEMPORARYTS,not ARC,13051,NA,NA,NA,NA,NA,NA
